city,year,month,latitude,longitude,elevation_m,max_temp_c,min_temp_c,avg_temp_c,humidity_pct,wind_speed_ms,ndvi,ndwi,ndbi,population_density,emission_index,avg_building_height,urban_canyon_index,industrial_heat_factor,ac_thermal_exhaust,sensor_reliability,built_up_ratio,green_cover_ratio,water_cover_ratio,lst_day_mean,lst_night_mean,viirs_avg_radiance
Prayagraj,2021,5,25.4358,81.8463,98,39.4,24.4,34.4,33.5,4.2,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,39.45,26.96,46.72
Prayagraj,2021,6,25.4358,81.8463,98,39.0,24.6,34.0,40.1,2.8,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,38.68,25.72,48.19
Prayagraj,2021,7,25.4358,81.8463,98,35.2,20.3,30.2,73.2,1.7,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,34.77,22.7,45.2
Prayagraj,2021,8,25.4358,81.8463,98,35.5,20.8,30.5,73.5,0.9,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,34.42,22.54,48.79
Prayagraj,2021,9,25.4358,81.8463,98,35.1,22.5,30.1,79.8,2.7,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,35.56,22.97,40.75
Prayagraj,2021,10,25.4358,81.8463,98,30.8,16.5,25.8,64.9,1.1,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,31.27,19.0,50.22
Prayagraj,2021,11,25.4358,81.8463,98,24.4,12.4,19.4,54.3,2.3,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,25.14,12.69,49.8
Prayagraj,2021,12,25.4358,81.8463,98,19.2,5.0,14.2,60.4,1.1,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,20.13,6.88,46.23
Prayagraj,2022,1,25.4358,81.8463,98,17.8,3.4,12.8,58.7,2.6,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,18.86,6.06,45.29
Prayagraj,2022,2,25.4358,81.8463,98,21.2,6.9,16.2,48.4,2.4,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,22.23,9.23,46.49
Prayagraj,2022,3,25.4358,81.8463,98,28.0,14.9,23.0,42.5,5.5,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,28.53,15.58,49.28
Prayagraj,2022,4,25.4358,81.8463,98,38.8,26.0,33.8,46.7,3.9,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,39.67,27.49,49.32
Prayagraj,2022,5,25.4358,81.8463,98,39.2,24.4,34.2,47.8,4.0,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,39.72,26.85,45.25
Prayagraj,2022,6,25.4358,81.8463,98,41.1,26.6,36.1,52.6,1.9,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,40.41,27.91,48.6
Prayagraj,2022,7,25.4358,81.8463,98,34.8,20.6,29.8,78.2,2.0,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,35.25,23.0,45.69
Prayagraj,2022,8,25.4358,81.8463,98,33.6,20.7,28.6,75.6,1.3,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,33.49,21.09,48.18
Prayagraj,2022,9,25.4358,81.8463,98,34.5,20.9,29.5,79.3,1.7,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,34.95,22.28,49.23
Prayagraj,2022,10,25.4358,81.8463,98,31.2,19.0,26.2,50.0,3.2,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,31.47,18.66,50.19
Prayagraj,2022,11,25.4358,81.8463,98,24.9,10.9,19.9,50.6,2.1,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,25.72,13.78,46.38
Prayagraj,2022,12,25.4358,81.8463,98,20.5,7.2,15.5,47.3,1.2,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,20.41,8.08,50.73
Prayagraj,2023,1,25.4358,81.8463,98,16.2,3.6,11.2,47.6,0.8,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,17.07,5.05,46.46
Prayagraj,2023,2,25.4358,81.8463,98,20.4,8.2,15.4,49.2,2.1,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,20.17,7.66,49.59
Prayagraj,2023,3,25.4358,81.8463,98,27.0,12.9,22.0,48.3,4.3,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,27.82,15.4,46.06
Prayagraj,2023,4,25.4358,81.8463,98,33.3,20.7,28.3,45.5,3.8,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,33.26,21.06,49.0
Prayagraj,2023,5,25.4358,81.8463,98,44.8,30.3,39.8,23.8,3.4,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,42.49,29.75,51.08
Prayagraj,2023,6,25.4358,81.8463,98,39.8,26.5,34.8,57.5,2.2,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,40.51,27.72,47.64
Prayagraj,2023,7,25.4358,81.8463,98,34.4,22.4,29.4,73.1,2.3,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,33.8,21.84,50.45
Prayagraj,2023,8,25.4358,81.8463,98,34.5,20.7,29.5,86.5,1.8,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,34.72,22.03,45.86
Prayagraj,2023,9,25.4358,81.8463,98,32.7,18.5,27.7,79.0,3.1,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,33.55,21.22,48.63
Prayagraj,2023,10,25.4358,81.8463,98,32.2,19.1,27.2,41.3,2.2,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,32.26,19.79,49.06
Prayagraj,2023,11,25.4358,81.8463,98,26.3,12.4,21.3,46.9,0.7,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,26.85,14.3,50.6
Prayagraj,2023,12,25.4358,81.8463,98,17.6,4.1,12.6,49.5,2.0,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,17.71,5.49,46.92
Prayagraj,2024,1,25.4358,81.8463,98,17.8,3.7,12.8,46.7,2.1,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,18.79,5.93,49.32
Prayagraj,2024,2,25.4358,81.8463,98,21.5,8.4,16.5,37.8,2.4,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,21.89,9.23,45.52
Prayagraj,2024,3,25.4358,81.8463,98,27.8,13.2,22.8,26.4,4.2,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,28.71,16.39,47.18
Prayagraj,2024,4,25.4358,81.8463,98,35.9,21.4,30.9,44.2,4.3,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,35.35,22.62,48.04
Prayagraj,2024,5,25.4358,81.8463,98,40.1,27.7,35.1,45.3,2.5,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,40.96,29.1,45.43
Prayagraj,2024,6,25.4358,81.8463,98,40.2,27.1,35.2,52.8,2.3,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,41.04,28.83,45.2
Prayagraj,2024,7,25.4358,81.8463,98,34.5,19.6,29.5,75.0,1.4,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,34.74,22.99,48.56
Prayagraj,2024,8,25.4358,81.8463,98,32.8,20.3,27.8,83.4,2.8,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,34.13,22.28,44.52
Prayagraj,2024,9,25.4358,81.8463,98,30.7,18.3,25.7,73.4,1.7,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,31.0,18.61,49.54
Prayagraj,2024,10,25.4358,81.8463,98,30.5,18.4,25.5,33.5,2.2,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,30.41,18.13,49.41
Prayagraj,2024,11,25.4358,81.8463,98,29.3,15.8,24.3,56.1,2.3,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,28.75,16.71,49.68
Prayagraj,2024,12,25.4358,81.8463,98,20.5,8.3,15.5,54.3,2.8,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,21.41,8.74,45.05
Ghaziabad,2020,1,28.6692,77.4538,214,20.9,8.7,15.9,62.5,2.4,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,21.87,9.01,72.75
Ghaziabad,2020,2,28.6692,77.4538,214,22.7,9.6,17.7,46.4,1.4,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,23.66,10.88,75.03
Ghaziabad,2020,3,28.6692,77.4538,214,28.3,16.3,23.3,49.7,3.3,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,29.07,16.05,68.22
Ghaziabad,2020,4,28.6692,77.4538,214,38.7,24.4,33.7,54.0,3.9,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,40.14,27.5,71.16
Ghaziabad,2020,5,28.6692,77.4538,214,41.4,27.2,36.4,45.3,3.7,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,43.42,30.7,70.91
Ghaziabad,2020,6,28.6692,77.4538,214,42.3,29.8,37.3,69.9,2.9,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,43.27,30.52,76.03
Ghaziabad,2020,7,28.6692,77.4538,214,40.5,27.0,35.5,74.6,2.7,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,41.67,28.58,71.33
Ghaziabad,2020,8,28.6692,77.4538,214,37.5,24.7,32.5,82.6,1.1,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,37.97,25.58,73.65
Ghaziabad,2020,9,28.6692,77.4538,214,36.7,22.7,31.7,81.5,0.8,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,38.39,25.2,70.84
Ghaziabad,2020,10,28.6692,77.4538,214,33.9,20.6,28.9,47.4,3.1,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,35.13,22.48,71.24
Ghaziabad,2020,11,28.6692,77.4538,214,28.1,14.4,23.1,52.7,1.6,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,28.25,15.44,72.1
Ghaziabad,2020,12,28.6692,77.4538,214,24.9,12.0,19.9,57.7,3.1,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,23.76,11.11,70.6
Ghaziabad,2021,1,28.6692,77.4538,214,22.0,8.2,17.0,71.2,2.8,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,19.54,7.11,73.89
Ghaziabad,2021,2,28.6692,77.4538,214,23.6,9.8,18.6,44.2,1.6,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,24.41,11.58,71.93
Ghaziabad,2021,3,28.6692,77.4538,214,29.2,16.1,24.2,33.5,4.7,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,29.33,16.68,74.4
Ghaziabad,2021,4,28.6692,77.4538,214,37.9,24.1,32.9,44.0,2.5,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,39.73,26.89,74.65
Ghaziabad,2021,5,28.6692,77.4538,214,42.3,27.9,37.3,53.3,4.3,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,42.88,30.63,71.57
Ghaziabad,2021,6,28.6692,77.4538,214,42.7,27.9,37.7,41.8,2.4,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,43.96,31.29,67.57
Ghaziabad,2021,7,28.6692,77.4538,214,43.5,28.9,38.5,74.2,1.1,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,42.53,29.55,72.33
Ghaziabad,2021,8,28.6692,77.4538,214,38.5,23.6,33.5,79.3,2.7,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,39.3,26.53,70.84
Ghaziabad,2021,9,28.6692,77.4538,214,38.2,25.4,33.2,74.3,1.9,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,39.31,26.42,71.66
Ghaziabad,2021,10,28.6692,77.4538,214,31.4,18.6,26.4,51.1,1.7,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,31.43,18.45,71.4
Ghaziabad,2021,11,28.6692,77.4538,214,29.1,14.7,24.1,48.2,2.5,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,29.71,16.76,73.29
Ghaziabad,2021,12,28.6692,77.4538,214,19.4,7.2,14.4,54.2,0.6,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,20.62,7.46,70.3
Ghaziabad,2022,1,28.6692,77.4538,214,17.7,4.8,12.7,61.5,2.4,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,18.21,5.01,67.99
Ghaziabad,2022,2,28.6692,77.4538,214,23.1,9.7,18.1,54.6,3.4,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,25.02,12.23,70.26
Ghaziabad,2022,3,28.6692,77.4538,214,28.7,13.8,23.7,37.3,3.3,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,29.98,17.06,74.74
Ghaziabad,2022,4,28.6692,77.4538,214,36.5,23.4,31.5,43.0,2.0,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,37.14,23.93,71.93
Ghaziabad,2022,5,28.6692,77.4538,214,40.3,25.5,35.3,34.6,3.0,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,41.8,28.57,73.21
Ghaziabad,2022,6,28.6692,77.4538,214,43.0,29.3,38.0,49.3,1.8,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,44.4,31.7,71.93
Ghaziabad,2022,7,28.6692,77.4538,214,39.1,27.1,34.1,76.5,1.3,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,40.39,27.7,70.67
Ghaziabad,2022,8,28.6692,77.4538,214,36.6,24.3,31.6,67.6,1.5,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,37.75,25.03,75.34
Ghaziabad,2022,9,28.6692,77.4538,214,37.3,23.8,32.3,67.4,1.5,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,38.95,25.91,71.16
Ghaziabad,2022,10,28.6692,77.4538,214,33.5,19.7,28.5,56.1,0.5,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,35.69,22.43,74.97
Ghaziabad,2022,11,28.6692,77.4538,214,31.0,18.9,26.0,53.3,0.8,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,29.14,16.1,72.63
Ghaziabad,2022,12,28.6692,77.4538,214,21.4,8.2,16.4,64.8,1.6,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,22.02,9.28,69.6
Ghaziabad,2023,1,28.6692,77.4538,214,19.1,7.0,14.1,55.9,1.5,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,20.24,7.18,74.15
Ghaziabad,2023,2,28.6692,77.4538,214,22.8,10.0,17.8,59.0,2.2,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,23.85,11.4,71.19
Ghaziabad,2023,3,28.6692,77.4538,214,30.8,15.9,25.8,45.3,2.5,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,32.39,19.81,71.72
Ghaziabad,2023,4,28.6692,77.4538,214,35.0,20.5,30.0,31.8,2.2,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,36.66,24.26,71.42
Ghaziabad,2023,5,28.6692,77.4538,214,42.3,28.9,37.3,44.8,1.9,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,43.37,30.63,70.33
Ghaziabad,2023,6,28.6692,77.4538,214,42.7,30.5,37.7,59.5,2.6,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,44.02,31.41,73.56
Ghaziabad,2023,7,28.6692,77.4538,214,37.4,24.8,32.4,81.0,1.1,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,39.44,26.88,72.16
Ghaziabad,2023,8,28.6692,77.4538,214,38.6,25.7,33.6,79.1,3.4,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,39.54,26.39,75.08
Ghaziabad,2023,9,28.6692,77.4538,214,34.6,20.4,29.6,73.0,1.8,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,35.67,22.42,76.6
Ghaziabad,2023,10,28.6692,77.4538,214,34.2,21.2,29.2,53.3,2.7,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,35.33,22.55,73.16
Ghaziabad,2023,11,28.6692,77.4538,214,27.5,15.2,22.5,49.6,2.3,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,28.6,15.42,77.45
Ghaziabad,2023,12,28.6692,77.4538,214,24.0,11.0,19.0,54.5,2.4,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,25.33,12.11,73.3
Ghaziabad,2024,1,28.6692,77.4538,214,18.6,5.2,13.6,63.2,2.3,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,21.18,8.5,69.96
Ghaziabad,2024,2,28.6692,77.4538,214,23.7,10.3,18.7,54.5,1.3,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,23.91,10.65,71.46
Ghaziabad,2024,3,28.6692,77.4538,214,28.2,15.8,23.2,20.0,3.9,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,29.76,17.29,71.7
Ghaziabad,2024,4,28.6692,77.4538,214,36.1,22.1,31.1,28.5,3.2,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,37.3,24.6,71.61
Ghaziabad,2024,5,28.6692,77.4538,214,41.7,29.5,36.7,30.9,3.7,0.091,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,43.02,30.08,72.97
Ghaziabad,2024,6,28.6692,77.4538,214,42.8,30.0,37.8,42.5,3.1,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,44.37,30.92,74.95
Ghaziabad,2024,7,28.6692,77.4538,214,38.2,23.7,33.2,74.6,1.7,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,38.99,26.67,70.92
Ghaziabad,2024,8,28.6692,77.4538,214,37.3,22.5,32.3,79.8,1.8,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,38.26,25.27,69.6
Ghaziabad,2024,9,28.6692,77.4538,214,37.7,23.2,32.7,79.8,3.3,0.182,-0.252,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,38.65,25.43,76.04
Ghaziabad,2024,10,28.6692,77.4538,214,32.5,19.7,27.5,60.9,1.8,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,33.74,20.83,75.03
Ghaziabad,2024,11,28.6692,77.4538,214,27.5,14.5,22.5,54.3,3.2,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,29.27,15.85,72.92
Ghaziabad,2024,12,28.6692,77.4538,214,20.9,6.9,15.9,55.6,1.7,0.13,-0.42,0.28,12286,4.44,20.6,0.9,0.8,1.0,0.95,0.72,0.053,0.02,22.42,9.76,72.37
Noida,2020,1,28.5355,77.391,200,17.0,3.7,12.0,65.1,1.7,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,18.55,5.44,45.72
Noida,2020,2,28.5355,77.391,200,21.0,8.3,16.0,45.9,2.3,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,22.24,9.59,44.19
Noida,2020,3,28.5355,77.391,200,28.2,14.5,23.2,34.8,3.1,0.133,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,28.86,16.1,46.05
Noida,2020,4,28.5355,77.391,200,35.4,21.3,30.4,22.7,3.8,0.133,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,35.81,23.07,41.11
Noida,2020,5,28.5355,77.391,200,41.3,28.6,36.3,37.3,2.9,0.133,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,41.68,29.22,40.32
Noida,2020,6,28.5355,77.391,200,41.8,29.6,36.8,60.4,1.4,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,42.68,29.69,46.26
Noida,2020,7,28.5355,77.391,200,34.0,21.5,29.0,72.1,2.5,0.266,-0.216,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,34.57,21.54,41.31
Noida,2020,8,28.5355,77.391,200,36.8,24.2,31.8,85.8,1.3,0.266,-0.216,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,37.88,24.95,42.27
Noida,2020,9,28.5355,77.391,200,34.2,19.7,29.2,72.3,2.4,0.266,-0.216,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,35.25,22.23,43.07
Noida,2020,10,28.5355,77.391,200,33.3,18.3,28.3,52.0,1.8,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,33.26,20.44,43.01
Noida,2020,11,28.5355,77.391,200,27.2,13.5,22.2,69.1,0.5,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,29.23,16.39,46.0
Noida,2020,12,28.5355,77.391,200,19.6,7.6,14.6,66.8,2.2,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,20.12,7.53,44.95
Noida,2021,1,28.5355,77.391,200,17.2,3.4,12.2,62.2,2.7,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,17.8,4.84,46.24
Noida,2021,2,28.5355,77.391,200,23.6,10.9,18.6,60.8,1.2,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,24.87,12.69,41.26
Noida,2021,3,28.5355,77.391,200,29.2,15.8,24.2,20.0,3.3,0.133,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,30.47,17.83,42.6
Noida,2021,4,28.5355,77.391,200,35.8,23.6,30.8,42.2,3.6,0.133,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,36.08,23.94,42.01
Noida,2021,5,28.5355,77.391,200,40.7,27.5,35.7,32.0,4.1,0.133,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,41.97,29.25,50.31
Noida,2021,6,28.5355,77.391,200,40.4,26.4,35.4,55.9,2.1,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,41.91,28.97,45.03
Noida,2021,7,28.5355,77.391,200,38.2,24.5,33.2,86.7,2.9,0.266,-0.216,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,38.79,25.81,43.15
Noida,2021,8,28.5355,77.391,200,35.1,20.8,30.1,85.7,1.5,0.266,-0.216,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,35.34,22.51,45.04
Noida,2021,9,28.5355,77.391,200,34.7,21.6,29.7,91.8,2.1,0.266,-0.216,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,36.06,23.69,44.84
Noida,2021,10,28.5355,77.391,200,30.8,17.2,25.8,54.7,2.2,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,30.89,18.62,43.91
Noida,2021,11,28.5355,77.391,200,28.3,14.4,23.3,64.1,1.4,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,28.98,15.9,42.42
Noida,2021,12,28.5355,77.391,200,20.2,6.0,15.2,55.0,2.9,0.19,-0.36,0.24,6995,3.48,19.8,0.9,0.75,0.59,0.95,0.67,0.1,0.02,20.91,7.88,46.78
